Date,AAPL,GOOGL,MSFT,AMZN,FB
2019-07-08,200.02000427246094,1116.7900390625,136.9600067138672,1952.3199462890625,195.75999450683594
2019-07-09,201.24000549316406,1124.2900390625,136.4600067138672,1988.300048828125,199.2100067138672
2019-07-10,203.22999572753906,1140.9100341796875,137.85000610351562,2017.4100341796875,202.72999572753906
2019-07-11,201.75,1144.0799560546875,138.39999389648438,2001.0699462890625,201.22999572753906
2019-07-12,203.3000030517578,1145.3399658203125,138.89999389648438,2011.0,204.8699951171875
2019-07-15,205.2100067138672,1150.510009765625,138.89999389648438,2020.989990234375,203.91000366210938
2019-07-16,204.5,1153.4599609375,137.0800018310547,2009.9000244140625,203.83999633789062
2019-07-17,203.35000610351562,1146.739990234375,136.27000427246094,1992.030029296875,201.8000030517578
2019-07-18,205.66000366210938,1147.239990234375,136.4199981689453,1977.9000244140625,200.77999877929688
2019-07-19,202.58999633789062,1131.550048828125,136.6199951171875,1964.52001953125,198.36000061035156
2019-07-22,207.22000122070312,1139.2099609375,138.42999267578125,1985.6300048828125,202.32000732421875
2019-07-23,208.83999633789062,1148.050048828125,139.2899932861328,1994.489990234375,202.36000061035156
2019-07-24,208.6699981689453,1139.72998046875,140.72000122070312,2000.81005859375,204.66000366210938
2019-07-25,207.02000427246094,1135.93994140625,140.19000244140625,1973.8199462890625,200.7100067138672
2019-07-26,207.74000549316406,1245.219970703125,141.33999633789062,1943.050048828125,199.75
2019-07-29,209.67999267578125,1241.8399658203125,141.02999877929688,1912.449951171875,195.94000244140625
2019-07-30,208.77999877929688,1228.0,140.35000610351562,1898.530029296875,197.0399932861328
2019-07-31,213.0399932861328,1218.199951171875,136.27000427246094,1866.780029296875,194.22999572753906
2019-08-01,208.42999267578125,1211.780029296875,138.05999755859375,1855.3199462890625,192.72999572753906
2019-08-02,204.02000427246094,1196.3199462890625,136.89999389648438,1823.239990234375,189.02000427246094
2019-08-05,193.33999633789062,1154.75,132.2100067138672,1765.1300048828125,181.72999572753906
2019-08-06,197.0,1171.0799560546875,134.69000244140625,1787.8299560546875,184.50999450683594
2019-08-07,199.0399932861328,1175.9100341796875,135.27999877929688,1793.4000244140625,185.14999389648438
2019-08-08,203.42999267578125,1206.18994140625,138.88999938964844,1832.8900146484375,190.16000366210938
2019-08-09,200.99000549316406,1188.9000244140625,137.7100067138672,1807.5799560546875,187.85000610351562
2019-08-12,200.47999572753906,1174.5,135.7899932861328,1784.9200439453125,185.3699951171875
2019-08-13,208.97000122070312,1196.72998046875,138.60000610351562,1824.3399658203125,188.4499969482422
2019-08-14,202.75,1164.25,133.97999572753906,1762.9599609375,179.7100067138672
2019-08-15,201.74000549316406,1169.3199462890625,133.67999267578125,1776.1199951171875,182.58999633789062
2019-08-16,206.5,1179.2099609375,136.1300048828125,1792.5699462890625,183.6999969482422
2019-08-19,210.35000610351562,1200.43994140625,138.41000366210938,1816.1199951171875,186.1699981689453
2019-08-20,210.36000061035156,1183.530029296875,137.25999450683594,1801.3800048828125,183.80999755859375
2019-08-21,212.63999938964844,1191.5799560546875,138.7899932861328,1823.5400390625,183.5500030517578
2019-08-22,212.4600067138672,1191.52001953125,137.77999877929688,1804.6600341796875,182.0399932861328
2019-08-23,202.63999938964844,1153.5799560546875,133.38999938964844,1749.6199951171875,177.75
2019-08-26,206.49000549316406,1171.1800537109375,135.4499969482422,1768.8699951171875,180.36000061035156
2019-08-27,204.16000366210938,1170.8199462890625,135.74000549316406,1761.8299560546875,181.3000030517578
2019-08-28,205.52999877929688,1173.75,135.55999755859375,1764.25,181.75999450683594
2019-08-29,209.00999450683594,1194.239990234375,138.1199951171875,1786.4000244140625,185.57000732421875
2019-08-30,208.74000549316406,1190.530029296875,137.86000061035156,1776.2900390625,185.6699981689453
2019-09-03,205.6999969482422,1169.550048828125,136.0399932861328,1789.8399658203125,182.38999938964844
2019-09-04,209.19000244140625,1182.27001953125,137.6300048828125,1800.6199951171875,187.13999938964844
2019-09-05,213.27999877929688,1212.18994140625,140.0500030517578,1840.719970703125,190.89999389648438
2019-09-06,213.25999450683594,1206.3199462890625,139.10000610351562,1833.510009765625,187.49000549316406
2019-09-09,214.1699981689453,1205.27001953125,137.52000427246094,1831.3499755859375,188.75999450683594
2019-09-10,216.6999969482422,1205.699951171875,136.0800018310547,1820.550048828125,186.1699981689453
2019-09-11,223.58999633789062,1220.0,136.1199951171875,1822.989990234375,188.49000549316406
2019-09-12,223.08999633789062,1234.969970703125,137.52000427246094,1843.550048828125,187.47000122070312
2019-09-13,218.75,1240.030029296875,137.32000732421875,1839.3399658203125,187.19000244140625
2019-09-16,219.89999389648438,1231.6300048828125,136.3300018310547,1807.8399658203125,186.22000122070312
2019-09-17,220.6999969482422,1229.8800048828125,137.38999938964844,1822.550048828125,188.0800018310547
2019-09-18,222.77000427246094,1232.6500244140625,138.52000427246094,1817.4599609375,188.13999938964844
2019-09-19,220.9600067138672,1238.75,141.07000732421875,1821.5,190.13999938964844
2019-09-20,217.72999572753906,1229.8399658203125,139.44000244140625,1794.1600341796875,189.92999267578125
2019-09-23,218.72000122070312,1234.68994140625,139.13999938964844,1785.300048828125,186.82000732421875
2019-09-24,217.67999267578125,1218.3299560546875,137.3800048828125,1741.6099853515625,181.27999877929688
2019-09-25,221.02999877929688,1245.93994140625,139.36000061035156,1768.3299560546875,182.8000030517578
2019-09-26,219.88999938964844,1242.2900390625,139.5399932861328,1739.8399658203125,180.11000061035156
2019-09-27,218.82000732421875,1225.949951171875,137.72999572753906,1725.449951171875,177.10000610351562
2019-09-30,223.97000122070312,1221.1400146484375,139.02999877929688,1735.9100341796875,178.0800018310547
2019-10-01,224.58999633789062,1206.0,137.07000732421875,1735.6500244140625,175.80999755859375
2019-10-02,218.9600067138672,1177.9200439453125,134.64999389648438,1713.22998046875,174.60000610351562
2019-10-03,220.82000732421875,1189.4300537109375,136.27999877929688,1724.4200439453125,179.3800048828125
2019-10-04,227.00999450683594,1210.9599609375,138.1199951171875,1739.6500244140625,180.4499969482422
2019-10-07,227.05999755859375,1208.25,137.1199951171875,1732.6600341796875,179.67999267578125
2019-10-08,224.39999389648438,1190.1300048828125,135.6699981689453,1705.510009765625,177.75
2019-10-09,227.02999877929688,1202.4000244140625,138.24000549316406,1721.989990234375,179.85000610351562
2019-10-10,230.08999633789062,1209.469970703125,139.10000610351562,1720.260009765625,180.02999877929688
2019-10-11,236.2100067138672,1215.7099609375,139.67999267578125,1731.9200439453125,184.19000244140625
2019-10-14,235.8699951171875,1217.77001953125,139.5500030517578,1736.4300537109375,183.27999877929688
2019-10-15,235.32000732421875,1242.239990234375,141.57000732421875,1767.3800048828125,188.88999938964844
2019-10-16,234.3699951171875,1243.0,140.41000366210938,1777.4300537109375,189.5500030517578
2019-10-17,235.27999877929688,1252.800048828125,139.69000244140625,1787.47998046875,190.38999938964844
2019-10-18,236.41000366210938,1244.4100341796875,137.41000366210938,1757.510009765625,185.85000610351562
2019-10-21,240.50999450683594,1244.280029296875,138.42999267578125,1785.6600341796875,189.75999450683594
2019-10-22,239.9600067138672,1241.199951171875,136.3699951171875,1765.72998046875,182.33999633789062
2019-10-23,243.17999267578125,1257.6300048828125,137.24000549316406,1762.1700439453125,186.14999389648438
2019-10-24,243.5800018310547,1259.1099853515625,139.94000244140625,1780.780029296875,186.3800048828125
2019-10-25,246.5800018310547,1264.300048828125,140.72999572753906,1761.3299560546875,187.88999938964844
2019-10-28,249.0500030517578,1288.97998046875,144.19000244140625,1777.0799560546875,189.39999389648438
2019-10-29,243.2899932861328,1260.6600341796875,142.8300018310547,1762.7099609375,189.30999755859375
2019-10-30,243.25999450683594,1260.699951171875,144.61000061035156,1779.989990234375,188.25
2019-10-31,248.75999450683594,1258.800048828125,143.3699951171875,1776.6600341796875,191.64999389648438
2019-11-01,255.82000732421875,1272.25,143.72000122070312,1791.43994140625,193.6199951171875
2019-11-04,257.5,1289.6099853515625,144.5500030517578,1804.6600341796875,194.72000122070312
2019-11-05,257.1300048828125,1291.43994140625,144.4600067138672,1801.7099609375,194.32000732421875
2019-11-06,257.239990234375,1291.010009765625,144.05999755859375,1795.77001953125,191.5500030517578
2019-11-07,259.42999267578125,1306.93994140625,144.25999450683594,1788.199951171875,190.4199981689453
2019-11-08,260.1400146484375,1309.0,145.9600067138672,1785.8800048828125,190.83999633789062
2019-11-11,262.20001220703125,1298.280029296875,146.11000061035156,1771.6500244140625,189.61000061035156
2019-11-12,261.9599914550781,1297.2099609375,147.07000732421875,1778.0,194.47000122070312
2019-11-13,264.4700012207031,1296.1800537109375,147.30999755859375,1753.1099853515625,193.19000244140625
2019-11-14,262.6400146484375,1309.1500244140625,148.05999755859375,1754.5999755859375,193.14999389648438
2019-11-15,265.760009765625,1333.5400390625,149.97000122070312,1739.489990234375,195.10000610351562
2019-11-18,267.1000061035156,1319.8399658203125,150.33999633789062,1752.530029296875,197.39999389648438
2019-11-19,266.2900085449219,1312.5899658203125,150.38999938964844,1752.7900390625,199.32000732421875
2019-11-20,263.19000244140625,1301.8599853515625,149.6199951171875,1745.530029296875,197.50999450683594
2019-11-21,262.010009765625,1300.1400146484375,149.47999572753906,1734.7099609375,197.92999267578125
2019-11-22,261.7799987792969,1293.6700439453125,149.58999633789062,1745.719970703125,198.82000732421875
2019-11-25,266.3699951171875,1305.6400146484375,151.22999572753906,1773.8399658203125,199.7899932861328
2019-11-26,264.2900085449219,1313.0,152.02999877929688,1796.93994140625,198.97000122070312
2019-11-27,267.8399963378906,1312.1300048828125,152.32000732421875,1818.510009765625,202.0
2019-11-29,267.25,1304.0899658203125,151.3800048828125,1800.800048828125,201.63999938964844
2019-12-02,264.1600036621094,1288.8599853515625,149.5500030517578,1781.5999755859375,199.6999969482422
2019-12-03,259.45001220703125,1294.739990234375,149.30999755859375,1769.9599609375,198.82000732421875
2019-12-04,261.739990234375,1318.93994140625,149.85000610351562,1760.68994140625,198.7100067138672
2019-12-05,265.5799865722656,1326.9599609375,149.92999267578125,1740.47998046875,199.36000061035156
2019-12-06,270.7099914550781,1339.3900146484375,151.75,1751.5999755859375,201.0500030517578
2019-12-09,266.9200134277344,1342.989990234375,151.36000061035156,1749.510009765625,201.33999633789062
2019-12-10,268.4800109863281,1342.8900146484375,151.1300048828125,1739.2099609375,200.8699951171875
2019-12-11,270.7699890136719,1344.25,151.6999969482422,1748.719970703125,202.25999450683594
2019-12-12,271.4599914550781,1348.489990234375,153.24000549316406,1760.3299560546875,196.75
2019-12-13,275.1499938964844,1346.8699951171875,154.52999877929688,1760.93994140625,194.11000061035156
2019-12-16,279.8599853515625,1360.699951171875,155.52999877929688,1769.2099609375,197.9199981689453
2019-12-17,280.4100036621094,1354.8900146484375,154.69000244140625,1790.6600341796875,198.38999938964844
2019-12-18,279.739990234375,1351.9100341796875,154.3699951171875,1784.030029296875,202.5
2019-12-19,280.0199890136719,1356.43994140625,155.7100067138672,1792.280029296875,206.05999755859375
2019-12-20,279.44000244140625,1351.219970703125,157.41000366210938,1786.5,206.3000030517578
2019-12-23,284.0,1350.6300048828125,157.41000366210938,1793.0,206.17999267578125
2019-12-24,284.2699890136719,1344.4300537109375,157.3800048828125,1789.2099609375,205.1199951171875
2019-12-26,289.9100036621094,1362.469970703125,158.6699981689453,1868.77001953125,207.7899932861328
2019-12-27,289.79998779296875,1354.6400146484375,158.9600067138672,1869.800048828125,208.10000610351562
2019-12-30,291.5199890136719,1339.7099609375,157.58999633789062,1846.8900146484375,204.41000366210938
2019-12-31,293.6499938964844,1339.3900146484375,157.6999969482422,1847.8399658203125,205.25
2020-01-02,300.3500061035156,1368.6800537109375,160.6199951171875,1898.010009765625,209.77999877929688
2020-01-03,297.42999267578125,1361.52001953125,158.6199951171875,1874.969970703125,208.6699981689453
2020-01-06,299.79998779296875,1397.81005859375,159.02999877929688,1902.8800048828125,212.60000610351562
2020-01-07,298.3900146484375,1395.1099853515625,157.5800018310547,1906.8599853515625,213.05999755859375
2020-01-08,303.19000244140625,1405.0400390625,160.08999633789062,1891.969970703125,215.22000122070312
2020-01-09,309.6300048828125,1419.7900390625,162.08999633789062,1901.050048828125,218.3000030517578
2020-01-10,310.3299865722656,1428.9599609375,161.33999633789062,1883.1600341796875,218.05999755859375
2020-01-13,316.9599914550781,1440.030029296875,163.27999877929688,1891.300048828125,221.91000366210938
2020-01-14,312.67999267578125,1430.5899658203125,162.1300048828125,1869.43994140625,219.05999755859375
2020-01-15,311.3399963378906,1439.199951171875,163.17999267578125,1862.02001953125,221.14999389648438
2020-01-16,315.239990234375,1450.1600341796875,166.1699981689453,1877.93994140625,221.77000427246094
2020-01-17,318.7300109863281,1479.52001953125,167.10000610351562,1864.719970703125,222.13999938964844
2020-01-21,316.57000732421875,1482.25,166.5,1892.0,221.44000244140625
2020-01-22,317.70001220703125,1483.8699951171875,165.6999969482422,1887.4599609375,221.32000732421875
2020-01-23,319.2300109863281,1484.68994140625,166.72000122070312,1884.5799560546875,219.75999450683594
2020-01-24,318.30999755859375,1466.1700439453125,165.0399932861328,1861.6400146484375,217.94000244140625
2020-01-27,308.95001220703125,1431.72998046875,162.27999877929688,1828.3399658203125,214.8699951171875
2020-01-28,317.69000244140625,1450.5,165.4600067138672,1853.25,217.7899932861328
2020-01-29,324.3399963378906,1456.699951171875,168.0399932861328,1858.0,223.22999572753906
2020-01-30,323.8699951171875,1454.25,172.77999877929688,1870.6800537109375,209.52999877929688
2020-01-31,309.510009765625,1432.780029296875,170.22999572753906,2008.719970703125,201.91000366210938
2020-02-03,308.6600036621094,1482.5999755859375,174.3800048828125,2004.199951171875,204.19000244140625
2020-02-04,318.8500061035156,1445.4100341796875,180.1199951171875,2049.669921875,209.8300018310547
2020-02-05,321.45001220703125,1446.050048828125,179.89999389648438,2039.8699951171875,210.11000061035156
2020-02-06,325.2099914550781,1475.969970703125,183.6300048828125,2050.22998046875,210.85000610351562
2020-02-07,320.0299987792969,1479.1099853515625,183.88999938964844,2079.280029296875,212.3300018310547
2020-02-10,321.54998779296875,1508.6600341796875,188.6999969482422,2133.909912109375,213.05999755859375
2020-02-11,319.6099853515625,1510.06005859375,184.44000244140625,2150.800048828125,207.19000244140625
2020-02-12,327.20001220703125,1518.6300048828125,184.7100067138672,2160.0,210.75999450683594
2020-02-13,324.8699951171875,1513.3900146484375,183.7100067138672,2149.8701171875,213.13999938964844
2020-02-14,324.95001220703125,1518.72998046875,185.35000610351562,2134.8701171875,214.17999267578125
2020-02-18,319.0,1519.43994140625,187.22999572753906,2155.669921875,217.8000030517578
2020-02-19,323.6199951171875,1524.8699951171875,187.27999877929688,2170.219970703125,217.49000549316406
2020-02-20,320.29998779296875,1516.989990234375,184.4199981689453,2153.10009765625,214.5800018310547
2020-02-21,313.04998779296875,1483.4599609375,178.58999633789062,2095.969970703125,210.17999267578125
2020-02-24,298.17999267578125,1419.8599853515625,170.88999938964844,2009.2900390625,200.72000122070312
2020-02-25,288.0799865722656,1386.3199462890625,168.07000732421875,1972.739990234375,196.77000427246094
2020-02-26,292.6499938964844,1390.469970703125,170.1699981689453,1979.5899658203125,197.1999969482422
2020-02-27,273.5199890136719,1314.949951171875,158.17999267578125,1884.300048828125,189.75
2020-02-28,273.3599853515625,1339.25,162.00999450683594,1883.75,192.47000122070312
2020-03-02,298.80999755859375,1386.3199462890625,172.7899932861328,1953.949951171875,196.44000244140625
2020-03-03,289.32000732421875,1337.719970703125,164.50999450683594,1908.989990234375,185.88999938964844
2020-03-04,302.739990234375,1381.5999755859375,170.5500030517578,1975.8299560546875,191.75999450683594
2020-03-05,292.9200134277344,1314.760009765625,166.27000427246094,1924.030029296875,185.1699981689453
2020-03-06,289.0299987792969,1295.739990234375,161.57000732421875,1901.0899658203125,181.08999633789062
